line_id,order_id,book_id,price
125,6810,5499,5.40
126,897,1915,3.36
127,6246,994,1.22
128,3615,6543,9.81
129,3506,8283,17.49
130,391,605,1.38
131,1428,7659,7.51
132,1331,7724,1.11
133,1238,5688,13.22
134,3306,6666,17.39
135,1788,10147,3.14
136,6226,1652,0.88
137,658,5274,0.50
138,7058,4991,2.56
139,2030,7837,6.49
140,1907,195,17.79
141,1180,2435,0.70
142,3236,6054,3.34
143,5746,3652,4.34
144,6955,10724,11.39
145,3761,10158,19.02
146,4990,999,13.27
147,7156,8605,18.49
148,7078,9623,4.37
149,5852,11080,5.04
150,1144,2422,13.49
151,4750,10960,10.11
152,3717,698,12.39
153,973,296,3.73
154,6832,5115,7.53
155,3015,483,14.90
156,6248,8835,7.04
157,2466,3754,8.57
158,2168,5823,16.47
159,7245,4870,18.14
160,4900,10299,6.77
161,2524,1932,4.41
162,4766,7766,10.54
163,4224,10077,5.78
164,964,529,16.63
165,6560,10417,18.15
166,2730,9439,9.93
167,4647,8362,3.18
168,6044,8186,15.14
169,4923,672,14.34
170,1328,4577,19.11
171,6214,4165,3.91
172,5362,3879,8.54
173,5242,10291,5.17
174,1412,9617,1.96
175,5929,6836,19.86
176,7430,2172,15.43
177,6626,3107,12.78
178,5067,4513,10.17
179,5973,9749,6.03
180,4883,8924,19.76
181,4449,4052,16.68
182,6238,9416,10.42
183,3013,1847,19.48
184,6512,10178,3.38
185,6928,8557,9.88
186,5761,1269,10.96
187,1063,8370,16.95
188,7472,4962,10.66
189,1772,7370,8.55
190,3335,830,4.52
191,2102,3830,1.12
192,6431,9649,6.87
193,901,8958,0.68
194,2045,4632,6.71
195,4000,5538,0.51
196,3847,6103,14.52
197,3529,105,0.56
198,1261,1906,5.10
199,4817,10938,19.41
200,4240,4692,0.79
201,5224,8049,10.18
202,6285,5959,6.14
203,3889,10755,4.66
204,2195,363,2.99
205,4834,1868,10.32
206,2860,6217,17.15
207,5923,5877,13.62
208,4138,10342,19.41
209,5111,5084,2.76
210,5120,4412,8.05
211,1271,7968,19.42
212,3860,9133,0.55
213,3237,5417,6.78
214,6922,4224,8.42
215,807,3171,17.76
216,5440,703,11.28
217,5854,5465,18.72
218,5976,442,8.66
219,1942,6819,16.18
220,7239,7494,2.66
221,3946,4346,6.10
222,1347,3436,1.13
223,3308,7013,9.60
224,2894,8102,13.69
225,4760,5145,8.72
226,190,7351,5.76
227,5534,8504,9.41
228,636,9863,18.08
229,4558,6934,5.72
230,6820,3790,4.88
231,6741,3807,1.69
232,6437,10257,7.75
233,3722,1549,13.20
234,1508,3898,18.03
235,800,15,12.11
236,6614,9757,16.58
237,2184,10951,15.01
238,2635,891,12.04
239,5089,10234,15.75
240,1202,3684,2.44
241,1472,6399,11.93
242,2213,9075,4.59
243,7459,2090,8.03
244,7000,8744,2.32
245,1726,4948,17.52
246,4916,5578,2.32
247,2827,6659,9.07
248,1771,1619,11.59
249,1076,2221,1.25
250,3440,8121,6.66
251,5125,3545,19.87
252,2784,2466,9.70
253,1457,6282,16.10
254,6985,7448,2.18
255,2529,8393,15.17
256,3895,3246,1.32
257,4915,10315,19.28
258,7048,8857,8.95
259,2777,5423,19.33
260,1397,9946,14.45
261,3442,2251,17.96
262,526,2100,9.79
263,1922,9168,9.67
264,6191,4057,10.26
265,694,9991,13.61
266,1212,7746,18.92
267,7502,5445,13.02
268,418,7021,19.58
269,7318,5996,15.16
270,3205,6382,4.60
271,5152,3178,5.06
272,2950,406,16.91
273,1509,1232,9.07
274,5871,5188,3.03
275,3715,800,13.20
276,6550,4268,10.70
277,7240,5893,12.27
278,1430,10882,5.40
279,2720,9388,1.64
280,2471,4390,14.69
281,4886,2206,17.99
282,4684,7538,17.21
283,4470,2121,18.73
284,5409,751,14.28
285,1377,10452,4.36
286,5581,6645,8.74
287,3041,7350,15.62
288,562,8782,18.20
289,2746,8373,2.89
290,115,2423,3.96
291,2510,7803,0.03
292,5011,8683,19.72
293,3494,5879,15.15
294,285,1237,13.13
295,2248,6634,3.82
296,5406,8654,5.12
297,4203,5412,10.26
298,2805,7261,16.89
299,2363,8317,13.93
300,1774,2653,19.99
301,2358,10204,0.95
302,2726,5785,14.97
303,7092,425,14.02
304,4821,1700,0.44
305,4620,10691,8.53
306,5161,9685,4.00
307,2659,7341,7.26
308,6572,11017,3.12
309,3530,8850,6.92
310,7073,5127,8.55
311,5715,10887,10.67
312,2167,9135,3.06
313,6869,3093,3.39
314,5471,2694,6.11
315,2770,9821,3.47
316,7517,3415,13.13
317,4838,5032,4.07
318,7135,8156,5.49
319,6761,2685,10.62
320,2754,3584,9.86
321,718,10664,14.46
322,387,10323,4.73
323,3171,7863,14.70
324,3903,1898,3.27
325,7526,9276,11.26
326,6914,9898,17.75
327,1128,10413,4.65
328,5721,9910,8.95
329,1127,782,1.62
330,2319,4356,19.02
331,4384,9645,17.01
332,887,738,14.29
333,6363,3745,12.65
334,4970,604,12.40
335,432,2956,19.48
336,2336,1358,9.88
337,3150,308,10.58
338,499,4274,10.11
339,2125,559,18.08
340,3563,1613,15.29
341,4185,1788,17.52
342,6081,5313,0.53
343,5151,10355,12.20
344,410,7729,15.86
345,6763,4209,11.40
346,4581,9214,12.65
347,2049,1345,17.89
348,4125,9583,6.83
349,1633,6240,4.72
350,816,10904,15.17
351,6578,9790,14.56
352,6395,656,8.78
353,3080,7832,11.95
354,4873,1460,7.99
355,5675,1908,11.51
356,6916,5011,10.83
357,3402,518,5.50
358,4340,4347,18.31
359,6823,3174,9.22
360,179,1595,17.27
361,2693,1093,0.61
362,4276,2533,4.78
363,1811,4040,9.59
364,2476,6163,14.29
365,4725,314,18.71
366,1374,8439,17.58
367,1477,1680,10.87
368,2238,8381,5.27
369,1930,2730,5.55
370,6380,11059,1.51
371,7379,7277,4.49
372,3165,2462,9.84
373,5772,9275,7.62
374,2617,1472,13.76
375,2811,429,13.72
376,2610,5598,6.13
377,4159,3105,7.45
378,5348,7834,1.71
379,3364,3203,7.33
380,6484,10746,16.31
381,1125,2583,13.74
382,5136,5234,17.14
383,5286,10771,11.34
384,7220,1096,3.28
385,2814,3050,16.61
386,4828,3009,3.48
387,6498,2322,16.19
388,6622,10192,7.10
389,4755,1000,19.82
390,5233,820,1.48
391,377,3828,1.34
392,2434,5735,7.01
393,3823,1032,5.33
394,6634,2677,11.69
395,2025,218,15.49
396,6788,3951,12.33
397,584,9739,19.75
398,736,6917,14.89
399,6350,972,1.08
400,695,10598,16.95
401,1685,8923,0.10
402,2719,578,15.75
403,6523,8553,6.75
404,1032,7699,17.30
405,2209,10487,6.03
406,3661,5018,15.23
407,4595,10684,5.85
408,7019,6941,9.77
409,1855,6242,6.91
410,7504,3106,19.25
411,173,1564,5.56
412,2671,3345,2.74
413,4192,6059,10.51
414,6729,10808,3.44
415,3011,8413,1.01
416,5396,2928,9.94
417,595,6905,12.48
418,2678,914,4.34
419,2541,5159,4.47
420,1648,1206,12.68
421,6514,2763,1.37
422,4783,6626,18.96
423,755,8555,16.50
424,4083,8257,3.30
425,940,934,17.63
426,2216,10743,13.73
427,4193,4257,12.54
428,3739,3215,4.47
429,6131,6557,4.28
430,6599,8025,14.11
431,1815,2786,1.69
432,996,9550,9.79
433,850,411,15.70
434,1075,791,8.98
435,3005,10274,1.14
436,7024,9870,5.32
437,4642,1144,6.94
438,2760,3848,18.55
439,871,2091,8.68
440,2448,1712,7.03
441,6059,10631,14.10
442,127,1515,8.95
443,1779,9810,13.83
444,6188,4972,10.37
445,2803,678,16.35
446,6495,9309,11.51
447,3694,2083,2.46
448,758,8422,8.82
449,4179,2467,10.27
450,6577,5191,0.50
451,3639,7683,11.61
452,5021,8462,2.65
453,1604,3824,8.58
454,7416,4142,1.27
455,2605,8757,7.06
456,5586,9256,16.55
457,3436,5249,16.51
458,2386,3205,19.53
459,1179,9428,15.07
460,4522,2048,19.91
461,5856,7270,9.72
462,6179,10607,13.99
463,175,9652,18.34
464,6147,4327,10.47
465,6110,2292,9.65
466,5574,1229,18.42
467,2920,6896,15.24
468,5573,2525,9.84
469,4373,9420,18.50
470,2251,7976,19.61
471,376,8973,3.87
472,1147,4304,6.57
473,6320,2895,3.01
474,1795,10688,15.81
475,1865,9892,5.27
476,3735,9511,15.17
477,5757,7284,0.07
478,5704,2772,8.09
479,5971,7797,5.21
480,1541,8938,9.15
481,2706,7698,1.88
482,1166,4160,13.36
483,7140,2061,13.23
484,1822,8844,2.59
485,2440,1133,6.65
486,2099,10214,9.34
487,5445,4015,17.09
488,1415,1337,15.92
489,6522,1746,3.96
490,6136,5860,10.11
491,5122,9250,3.35
492,444,7753,6.51
493,6954,5418,7.56
494,760,5788,17.81
495,5217,1371,7.04
496,3535,2859,8.73
497,523,6816,3.03
498,3223,5637,9.61
499,1967,8068,9.50
500,6268,1797,3.99
501,340,2233,16.66
502,1394,9280,3.01
503,5917,6438,12.96
504,2905,3351,7.24
505,2751,4694,5.09
506,5939,2612,19.24
507,2990,8150,9.42
508,1033,2924,12.39
509,3960,5689,8.59
510,6852,9640,7.63
511,6283,947,14.90
512,243,7533,9.37
513,4673,5640,6.39
514,366,10115,0.15
515,3141,217,0.65
516,1193,7505,11.21
517,5343,3356,3.05
518,2621,5687,9.87
519,4531,1617,3.46
520,4969,4044,3.87
521,1443,10913,4.57
522,654,7933,10.49
523,5053,2689,10.11
524,6146,1668,11.67
525,5033,236,9.11
526,1267,2976,14.19
527,599,1271,17.77
528,239,5196,19.17
529,5962,4930,18.30
530,6505,2074,1.30
531,339,10783,9.12
532,337,10985,12.29
533,162,3265,8.09
534,4643,10652,1.87
535,7270,3818,17.36
536,3143,10797,12.26
537,2456,10024,4.83
538,7428,5628,2.42
539,3175,8337,6.21
540,1593,2394,2.60
541,252,4276,16.70
542,1717,8510,11.98
543,5129,8091,0.87
544,2653,2478,13.23
545,2698,923,4.40
546,5459,6865,15.79
547,6394,7216,8.10
548,5889,10233,10.04
549,3086,4777,12.25
550,5314,7708,1.96
551,6100,2281,7.00
552,5270,7868,17.06
553,1976,6145,19.11
554,4502,402,0.30
555,4751,1484,18.33
556,3274,32,18.58
557,2041,5476,17.90
558,4303,4847,3.64
559,4641,4444,15.18
560,4512,10019,5.56
561,5165,8380,3.30
562,5133,261,14.03
563,1652,6280,17.42
564,7107,6838,10.37
565,246,6536,18.61
566,1043,9688,19.27
567,3194,5111,13.66
568,2620,8935,7.79
569,5662,1897,18.72
570,530,5490,3.47
571,4655,6885,2.67
572,1526,5043,4.34
573,2555,8988,18.17
574,6906,666,19.07
575,1482,7376,9.62
576,5437,9315,8.56
577,88,8529,0.98
578,416,3417,6.28
579,5516,11027,8.05
580,7401,1216,16.42
581,2278,9016,12.03
582,4889,3418,17.51
583,2809,9794,1.42
584,2942,10822,0.18
585,1825,3552,19.11
586,2514,5698,4.14
587,3833,9971,11.60
588,7368,9619,16.48
589,1156,7759,7.82
590,77,5165,14.34
591,55,5660,13.78
592,5598,10901,14.76
593,5299,6347,8.24
594,3488,4656,0.26
595,465,737,10.73
596,6315,8064,0.95
597,383,1801,4.59
598,4228,3271,0.82
599,6287,4107,9.28
600,4932,9674,11.00
601,2988,1981,7.92
602,3998,6778,10.39
603,1191,10129,17.11
604,1236,10073,0.01
605,4293,887,12.81
606,1832,2900,7.53
607,1028,8366,13.98
608,6299,7299,19.94
609,7352,3979,13.49
610,787,9251,18.77
611,811,1950,12.53
612,935,10673,4.54
613,3300,10940,15.99
614,4538,8042,2.00
615,219,5998,12.60
616,301,10753,19.10
617,1998,3038,2.73
618,2371,2280,2.22
619,62,4739,19.20
620,5236,7290,7.45
621,6185,10579,1.77
622,7231,1247,15.56
623,79,4352,19.50
624,5769,8856,1.98
625,4519,8572,4.34
626,6071,10761,10.74
627,5785,2460,16.94
628,2886,6239,17.57
629,1614,2832,3.14
630,5453,34,8.81
631,894,1392,2.42
632,2979,4903,17.27
633,6111,9115,18.00
634,1231,2306,13.76
635,4472,10017,16.05
636,4865,8634,5.61
637,1358,2886,19.68
638,898,6924,8.67
639,3343,10396,8.65
640,6183,4474,10.93
641,1375,2547,1.15
642,406,4129,8.69
643,3294,3119,6.55
644,2211,3992,8.86
645,7047,3145,12.78
646,189,2799,13.08
647,6197,1177,1.29
648,4323,9157,17.96
649,2469,7054,16.52
650,4391,10555,16.85
651,5802,9650,2.14
652,2109,489,5.75
653,313,9822,6.57
654,649,4904,14.93
655,4481,6537,16.47
656,4569,1731,14.63
657,6544,4338,14.57
658,6892,10166,19.26
659,3125,8329,16.52
660,4221,2378,5.99
661,2960,10289,0.71
662,2812,2025,6.64
663,2913,2755,8.99
664,2068,2628,18.27
665,7219,10182,1.31
666,941,3260,9.05
667,4826,5726,11.84
668,6620,10443,19.97
669,4550,3184,0.79
670,2832,4913,0.02
671,86,5693,4.26
672,4496,5508,3.15
673,5202,10659,2.80
674,2325,4775,17.53
675,368,332,2.41
676,1296,7375,18.71
677,6793,5155,8.81
678,264,2267,1.46
679,2658,10400,15.92
680,3804,9672,13.14
681,1676,4918,13.69
682,4780,4662,16.13
683,5837,6432,18.78
684,2679,6014,7.54
685,3566,2240,17.18
686,4059,10209,14.95
687,5946,1448,12.85
688,43,1316,12.08
689,537,1433,9.02
690,6413,863,19.78
691,4503,9442,5.87
692,4174,9222,8.14
693,6795,8015,16.51
694,1996,5300,13.67
695,4662,1773,7.39
696,6308,1959,1.57
697,3578,8255,8.43
698,389,46,4.14
699,1740,8907,10.22
700,5759,7118,10.34
701,6178,7240,6.84
702,2551,6690,19.68
703,1303,4939,5.14
704,6943,6398,4.77
705,3058,1017,2.37
706,7467,3587,14.73
707,4259,10011,11.07
708,3698,10162,12.57
709,5885,1310,4.13
710,2933,4190,3.99
711,1821,8061,8.11
712,5244,4633,7.46
713,7002,2801,7.71
714,5855,2260,15.88
715,5015,6149,18.81
716,6814,9143,7.57
717,7362,5897,12.39
718,2139,4828,9.36
719,274,4618,2.18
720,5426,9321,0.99
721,5237,5813,1.63
722,1034,3606,2.10
723,4790,623,10.90
724,2270,7367,14.65
725,646,955,10.95
726,3301,8667,9.13
727,2810,7359,10.81
728,6371,22,5.30
729,6076,8723,8.61
730,5777,8934,6.51
731,4314,7635,8.36
732,1988,198,0.60
733,7137,5705,15.15
734,154,6830,2.12
735,6684,6968,18.79
736,2250,2274,5.81
737,4482,689,8.94
738,3898,3679,19.86
739,1749,59,14.15
740,3083,1041,18.27
741,3821,10680,10.49
742,5817,4494,13.47
743,2467,9171,11.06
744,7385,7486,8.70
745,7371,2326,16.01
746,4697,3913,0.57
747,1935,3713,10.14
748,7166,4893,14.52
749,5532,8800,14.37
750,2020,9753,17.51
751,6833,119,12.24
752,7539,4371,9.22
753,73,1127,15.71
754,7427,3237,17.75
755,3636,3799,10.30
756,745,1782,14.10
757,6854,772,6.66
758,4908,4115,15.18
759,2236,5761,1.64
760,5529,1834,11.69
761,5162,1437,18.46
762,4070,10933,14.66
763,4610,5896,8.48
764,3247,3143,10.08
765,11,1260,2.03
766,7062,6744,0.22
767,6496,1157,14.17
768,6335,7078,15.84
769,4039,6851,16.58
770,3817,6019,15.03
771,3036,5163,14.83
772,7228,3110,12.82
773,2589,1291,7.56
774,7154,5406,8.78
775,460,1159,7.82
776,4984,9393,19.44
777,84,4058,1.50
778,4007,9953,0.43
779,1983,6904,14.13
780,2577,3516,6.62
781,4207,7396,12.89
782,1838,6208,9.65
783,6386,1580,8.55
784,1037,7839,6.62
785,5687,8059,10.19
786,2883,3575,18.99
787,4233,9064,15.73
788,4895,8895,18.69
789,2446,325,1.01
790,1607,1062,19.55
791,4799,2183,18.84
792,1341,8438,9.51
793,969,2001,17.05
794,4870,5824,8.67
795,112,3924,19.89
796,45,3508,3.81
797,1157,5854,4.73
798,2103,7778,11.51
799,6330,5077,2.79
800,6367,10402,17.34
801,3826,4578,13.02
802,1073,6617,14.26
803,2629,4248,4.43
804,3160,5710,5.48
805,5995,8339,7.47
806,21,6244,16.07
807,3325,3524,15.32
808,7439,8875,8.65
809,5346,2382,3.89
810,6728,6643,11.65
811,546,1169,7.61
812,2778,8913,3.26
813,5234,3243,5.69
814,4447,2746,0.93
815,3420,8400,3.57
816,5924,1353,0.10
817,1540,6725,10.04
818,5807,2401,10.49
819,1601,376,18.51
820,2215,3663,11.26
821,2553,8404,3.96
822,407,1557,13.13
823,288,6305,18.19
824,1730,4712,6.09
825,2971,8771,4.11
826,287,2919,8.68
827,3919,1479,5.18
828,5218,1158,13.60
829,2831,10788,5.07
830,4619,5060,3.22
831,2353,10420,7.34
832,1681,1022,16.81
833,4562,8348,11.99
834,2436,2427,7.08
835,6385,6390,2.08
836,5086,10914,19.51
837,323,4468,9.91
838,7520,10097,11.90
839,5778,6120,8.48
840,2084,9527,11.05
841,5438,8878,11.44
842,4568,8994,6.78
843,279,9700,18.17
844,4171,1060,8.68
845,1080,3798,14.96
846,6552,6953,9.91
847,4668,10188,5.41
848,2654,5570,15.30
849,4268,7348,5.31
850,1465,1242,18.59
851,5659,8144,11.52
852,5457,7477,19.50
853,2677,7990,6.04
854,4212,7178,13.28
855,6687,9721,5.79
856,2480,8762,0.64
857,4518,5112,5.20
858,7404,5433,13.39
859,747,3275,18.19
860,125,1054,19.25
861,2665,7158,15.15
862,885,8903,11.52
863,408,10898,7.57
864,2430,8173,15.01
865,1609,299,9.60
866,5173,8754,13.07
867,859,591,8.74
868,5246,397,15.72
869,7296,7195,4.01
870,6295,2766,7.33
871,4299,1993,0.43
872,3502,8826,1.85
873,4398,9559,10.92
874,1054,6249,8.08
875,2272,741,6.40
876,151,10784,5.59
877,1031,7191,16.17
878,543,1470,14.50
879,7091,1935,14.70
880,2739,9228,16.79
881,1697,5514,5.14
882,524,1682,1.51
883,52,1710,0.60
884,1135,4763,4.71
885,3277,3249,14.66
886,1165,10208,15.30
887,5063,5539,11.69
888,3428,6320,17.14
889,3923,5015,0.91
890,7208,3723,15.04
891,777,10989,6.25
892,4327,11024,1.85
893,2590,7343,17.59
894,7194,4780,3.21
895,6151,4167,11.27
896,5504,6699,4.18
897,2098,6996,18.61
898,5431,7539,15.68
899,2396,882,4.76
900,6194,21,10.93
901,924,231,5.73
902,3573,92,18.17
903,4875,8674,18.47
904,6218,7271,9.87
905,229,10842,2.09
906,3435,7668,10.42
907,1673,10304,15.40
908,4714,2284,14.20
909,5264,1780,19.37
910,2152,4194,4.37
911,6479,3414,5.85
912,3153,7016,18.10
913,1115,5608,17.36
914,1437,9310,7.66
915,7544,3305,3.81
916,4611,283,15.89
917,3820,4853,18.55
918,5454,3998,12.25
919,1392,4568,8.98
920,999,3160,4.69
921,3251,5392,4.25
922,7471,4676,9.81
923,3255,4567,11.34
924,3224,5377,16.76
925,2161,2209,12.99
926,3045,7381,11.16
927,1348,3788,15.54
928,1863,3341,12.17
929,3839,2410,7.01
930,3092,3020,19.27
931,336,140,6.25
932,2822,10325,8.37
933,251,5317,6.49
934,5333,9029,3.10
935,7004,8655,9.18
936,5604,3618,13.40
937,5100,860,14.42
938,779,7131,8.73
939,1770,4968,4.40
940,6237,4008,10.28
941,1241,3822,10.44
942,6872,6501,0.22
943,5933,115,13.12
944,3718,3071,17.38
945,5884,9922,8.68
946,1029,9470,6.10
947,5695,5268,13.68
948,858,778,19.97
949,744,9120,17.79
950,7314,10896,6.19
951,4211,4323,14.33
952,1741,2874,19.19
953,2546,7048,0.25
954,4747,452,16.24
955,4231,5519,0.62
956,1211,8841,11.20
957,2326,10617,16.00
958,3799,3625,10.59
959,3936,5647,16.31
960,4101,5464,17.48
961,5199,4308,12.92
962,7346,5266,9.30
963,4805,1405,13.36
964,4103,5081,6.02
965,153,1604,0.60
966,3591,8787,18.07
967,3655,5160,0.94
968,5482,7081,15.24
969,4903,3102,6.93
970,6515,9181,19.96
971,3252,9912,8.83
972,7211,9997,4.76
973,2837,3764,10.24
974,4302,9224,12.18
975,5948,9047,5.00
976,1804,4995,17.39
977,144,1871,12.77
978,6454,2809,0.19
979,7043,6604,19.64
980,2310,10393,2.70
981,6566,4954,18.30
982,6221,6682,5.25
983,3032,5737,9.94
984,6209,4337,1.09
985,1871,754,15.71
986,2212,10937,13.98
987,2000,1968,0.31
988,203,5167,14.64
989,477,6677,8.45
990,1230,2119,4.18
991,5207,1251,18.72
992,861,6226,11.03
993,5816,4815,7.90
994,2114,8628,6.81
995,6878,5187,7.68
996,74,7293,5.74
997,952,8203,6.66
998,7028,7090,18.47
999,3911,2203,19.00
1000,4975,9161,15.62
1001,7468,1969,4.47
1002,4041,7095,0.83
1003,1160,10313,18.04
1004,3686,8364,1.30
1005,1337,5621,2.18
1006,3532,9642,9.76
1007,1977,7205,7.00
1008,7113,2393,10.83
1009,5792,4277,0.25
1010,4288,7015,15.82
1011,5753,33,12.13
1012,5119,759,9.69
1013,6882,4186,10.06
1014,4784,3513,11.11
1015,1592,10297,9.41
1016,1686,817,7.38
1017,4427,7826,2.02
1018,6920,1501,1.57
1019,6540,4926,18.07
1020,5254,7179,10.68
1021,1356,9423,13.84
1022,1522,3689,3.37
1023,6638,8251,13.51
1024,6467,7361,14.60
1025,3613,8458,13.82
1026,6681,1520,10.40
1027,7281,2451,0.43
1028,5629,10446,8.87
1029,136,8894,15.53
1030,1242,6712,7.64
1031,388,3179,18.18
1032,4764,1464,12.45
1033,921,6173,1.12
1034,7508,455,2.51
1035,6796,9058,8.56
1036,476,5372,18.97
1037,6415,8949,9.00
1038,3482,6986,10.95
1039,4711,4328,17.48
1040,7309,142,3.78
1041,769,8530,12.03
1042,3836,1012,11.56
1043,1830,171,16.66
1044,4693,4434,15.97
1045,3611,293,2.43
1046,577,5332,16.57
1047,3049,2520,6.14
1048,6666,9560,17.81
1049,1226,4612,16.68
1050,2113,6748,9.86
1051,4081,4659,19.89
1052,3565,7344,5.66
1053,1468,5613,2.09
1054,788,10884,0.53
1055,1818,9166,9.41
1056,509,7257,18.51
1057,4636,9405,6.39
1058,1364,9324,15.09
1059,3504,8114,12.52
1060,1376,10172,12.60
1061,6889,5681,6.15
1062,2221,4202,4.58
1063,1055,8498,13.94
1064,4905,9091,4.98
1065,1109,3352,12.10
1066,3809,3199,8.11
1067,6346,392,5.87
1068,2074,10327,2.81
1069,5082,780,10.02
1070,1460,3492,19.66
1071,1994,2096,2.58
1072,1388,4196,2.84
1073,5681,9614,9.03
1074,1564,2663,13.20
1075,3843,601,2.71
1076,905,6650,14.84
1077,1892,6258,1.13
1078,5632,1378,3.71
1079,7491,7880,12.97
1080,6642,7545,10.98
1081,1650,8416,16.71
1082,2575,7416,6.39
1083,3048,940,11.86
1084,2908,10014,14.23
1085,4337,1636,6.39
1086,1755,5556,14.40
1087,3981,1962,12.61
1088,3069,5267,0.11
1089,5002,177,17.27
1090,1879,2942,18.19
1091,2982,10324,14.74
1092,5389,301,1.67
1093,1950,10469,19.78
1094,2879,4586,5.96
1095,1945,3251,13.95
1096,7234,10483,14.84
1097,2729,6999,13.38
1098,5983,6340,17.86
1099,6503,10577,3.10
1100,2011,958,3.37
1101,7423,7904,16.69
1102,7280,836,14.89
1103,6631,5116,0.79
1104,5329,2875,1.01
1105,3610,11075,1.34
1106,936,9473,17.49
1107,2149,2414,12.00
1108,4566,10132,9.18
1109,6530,3759,14.86
1110,3461,9050,14.29
1111,1171,9400,0.49
1112,386,2670,17.28
1113,3344,5482,9.89
1114,4292,9424,13.79
1115,7392,1978,15.65
1116,3528,7947,9.65
1117,5268,4378,15.66
1118,4104,5238,5.74
1119,5132,2164,18.48
1120,6362,1418,1.82
1121,2614,8855,16.14
1122,7530,7563,6.73
1123,2881,1743,10.35
1124,4175,599,1.11
1125,6304,7742,4.56
1126,3107,7331,18.26
1127,4248,2500,9.52
1128,5470,2655,0.86
1129,5813,1526,3.08
1130,6588,6507,19.75
1131,3913,6197,15.02
1132,5307,88,17.76
1133,6378,9415,5.38
1134,574,4045,2.00
1135,6120,1831,8.55
1136,3298,3527,11.37
1137,6383,8250,3.87
1138,7037,5531,4.46
1139,212,4803,13.78
1140,639,631,7.11
1141,4894,7722,14.38
1142,7519,2573,5.03
1143,3024,10131,17.59
1144,3386,6069,3.21
1145,1760,5888,0.18
1146,5533,3670,2.59
1147,3838,4517,8.23
1148,5174,7040,6.28
1149,7011,5720,11.15
1150,3271,4934,18.56
1151,5876,4827,17.85
1152,7320,881,19.24
1153,501,6001,19.13
1154,1413,4877,5.94
1155,1626,3955,9.44
1156,5657,3864,14.70
1157,5883,1625,4.54
1158,2235,2456,2.34
1159,7111,3255,4.93
1160,3476,2815,16.18
1161,6689,7333,1.56
1162,2490,10317,17.71
1163,5046,3876,14.05
1164,1225,4917,18.26
1165,7195,10902,15.56
1166,1558,5942,7.09
1167,7144,8379,5.90
1168,942,190,10.64
1169,6334,10517,4.50
1170,3338,5401,18.92
1171,4993,783,5.10
