order_id,order_date,customer_id,shipping_method_id,dest_address_id
126,2024-01-15 08:15:14.667,102,4,934
127,2022-02-03 17:49:36.667,335,4,418
128,2023-06-27 02:54:43.667,1713,4,263
129,2022-01-24 16:56:51.667,142,4,597
130,2021-06-15 17:43:02.667,1717,4,310
131,2021-08-06 04:02:01.667,1182,4,478
132,2022-02-11 21:35:56.667,678,4,678
133,2022-05-14 11:52:48.667,1308,4,384
134,2022-11-15 23:32:00.667,527,4,712
135,2022-03-02 12:19:58.667,1629,4,272
136,2021-09-01 01:17:04.667,1445,4,869
137,2022-08-25 14:12:01.667,577,4,532
138,2023-04-06 20:19:42.667,198,4,939
139,2022-03-13 19:36:45.667,1199,4,232
140,2023-12-18 03:46:51.667,581,4,64
141,2024-04-06 03:49:19.667,1209,4,37
142,2024-02-26 21:10:35.667,152,4,309
143,2023-08-01 22:49:55.667,1987,4,271
144,2021-11-12 12:42:19.667,1056,4,103
145,2022-05-08 23:01:53.667,955,4,449
146,2023-05-03 03:45:46.667,1841,4,498
147,2022-06-03 19:48:49.667,1460,4,298
148,2022-08-10 14:49:09.667,424,4,444
149,2021-07-17 19:00:09.667,1625,4,643
150,2023-08-20 06:16:03.667,49,4,376
151,2023-06-05 09:56:35.667,500,4,510
152,2024-03-28 23:36:02.667,1849,4,966
153,2023-06-13 19:52:19.667,1951,4,996
154,2021-10-26 00:53:43.667,524,4,332
155,2023-12-28 18:34:29.667,695,4,895
156,2024-03-18 01:02:44.667,370,4,154
157,2022-11-09 08:10:58.667,1279,4,784
158,2023-12-03 18:44:06.667,1764,4,788
159,2022-12-03 23:24:07.667,796,4,731
160,2021-12-27 07:07:17.667,194,4,790
161,2023-06-14 07:14:07.667,875,4,183
162,2023-02-27 16:17:57.667,683,4,238
163,2021-12-16 06:57:57.667,825,4,773
164,2023-06-20 19:17:08.667,683,4,939
165,2023-07-31 12:21:33.667,440,4,501
166,2023-06-17 05:57:25.667,886,4,338
167,2023-11-29 07:50:00.667,1724,4,180
168,2022-06-29 00:31:18.667,133,4,853
169,2021-04-14 16:06:41.667,1510,4,435
170,2022-12-13 11:59:48.667,1893,4,902
171,2023-01-18 03:59:13.667,1512,4,252
172,2023-12-23 23:01:52.667,405,4,970
173,2024-01-11 19:38:41.667,555,4,209
174,2021-11-25 11:45:22.667,1930,4,134
175,2022-10-08 16:48:44.667,48,4,920
176,2023-03-17 21:27:07.667,1323,4,952
177,2022-01-14 10:50:15.667,1109,4,560
178,2023-05-03 14:32:21.667,1080,4,974
179,2022-09-26 13:51:49.667,321,4,992
180,2023-10-10 11:35:11.667,700,4,363
181,2023-05-05 12:06:59.667,1090,4,329
182,2022-05-13 07:36:11.667,1284,4,588
183,2023-02-25 10:04:01.667,1894,4,57
184,2023-10-12 17:33:32.667,572,4,897
185,2021-07-01 20:02:10.667,1159,4,13
186,2021-04-09 23:59:42.667,1388,4,544
187,2021-07-07 04:23:42.667,1569,4,40
188,2021-09-29 11:30:42.667,1644,4,360
189,2023-10-17 15:11:03.667,1481,4,551
190,2023-11-02 12:49:44.667,787,4,482
191,2023-11-29 08:16:56.667,104,4,602
192,2022-08-20 03:45:05.667,806,4,358
193,2023-09-25 22:20:56.667,643,4,492
194,2024-03-26 17:03:25.667,830,4,175
195,2023-10-07 19:25:24.667,1819,4,379
196,2021-08-19 12:37:12.667,1196,4,779
197,2023-05-16 00:35:37.667,539,4,922
198,2022-12-18 09:56:00.667,1574,4,358
199,2023-09-27 23:10:39.667,1561,4,960
200,2022-03-16 11:23:29.667,992,4,158
201,2023-10-25 02:29:25.667,1140,4,749
202,2021-09-03 00:58:00.667,263,4,764
203,2022-06-13 02:05:12.667,504,4,590
204,2024-03-03 18:13:43.667,976,4,456
205,2021-05-10 11:59:21.667,1074,4,803
206,2021-12-23 19:37:05.667,308,4,989
207,2023-03-11 08:27:00.667,369,4,548
208,2021-06-02 22:14:47.667,508,4,664
209,2021-09-01 18:59:55.667,662,4,590
210,2022-03-19 20:36:26.667,690,4,430
211,2023-02-05 06:53:39.667,1924,4,306
212,2023-07-13 10:56:40.667,1347,4,126
213,2024-01-14 01:58:42.667,171,4,539
214,2022-01-06 21:18:11.667,1881,4,255
215,2022-10-01 18:58:56.667,1930,4,155
216,2023-12-07 06:30:31.667,1180,4,155
217,2021-09-08 04:19:01.667,1697,4,771
218,2022-02-26 01:28:18.667,1902,4,37
219,2021-04-15 06:36:46.667,1478,4,496
220,2023-06-29 00:35:51.667,1568,4,818
221,2022-02-05 06:51:11.667,1687,4,630
222,2022-03-18 16:01:50.667,1172,4,601
223,2021-11-25 06:08:34.667,1118,4,659
224,2021-09-18 11:23:14.667,919,4,902
225,2023-11-25 23:23:56.667,765,4,940
226,2023-09-12 23:35:16.667,1162,4,494
227,2023-12-09 22:08:10.667,1736,4,38
228,2022-02-26 05:32:43.667,1860,4,385
229,2022-02-05 04:03:03.667,343,4,827
230,2021-11-14 02:42:42.667,350,4,599
231,2023-06-27 18:12:21.667,58,4,587
232,2021-10-11 07:39:02.667,874,4,340
233,2024-01-26 08:30:35.667,326,4,368
234,2023-12-01 01:16:23.667,1004,4,470
235,2023-12-31 14:15:47.667,1559,4,69
236,2023-09-02 10:17:57.667,1244,4,946
237,2022-07-17 07:07:00.667,1831,4,212
238,2023-07-04 16:30:17.667,425,4,44
239,2022-09-03 21:50:46.667,1842,4,883
240,2023-04-23 17:28:45.667,1979,4,874
241,2023-01-13 03:02:37.667,891,4,859
242,2021-04-28 22:58:20.667,891,4,95
243,2021-04-16 11:00:31.667,255,4,249
244,2023-07-15 12:38:35.667,439,4,838
245,2021-04-16 11:05:39.667,181,4,685
246,2022-12-05 12:47:39.667,1136,4,612
247,2022-11-23 21:25:08.667,1108,4,357
248,2022-07-20 18:51:46.667,885,4,894
249,2023-12-12 03:57:47.667,1831,4,408
250,2023-06-08 07:19:33.667,1681,4,987
251,2022-03-28 17:21:54.667,461,4,999
252,2022-06-26 14:18:50.667,1665,4,450
253,2023-07-08 21:55:49.667,88,4,850
254,2021-10-30 18:06:00.667,141,4,221
255,2021-04-19 06:58:04.667,1680,4,157
256,2021-09-07 22:11:33.667,61,4,601
257,2024-01-04 03:06:18.667,1997,4,619
258,2021-05-21 20:04:42.667,1229,4,147
259,2021-04-16 23:38:10.667,540,4,694
260,2022-12-28 17:47:37.667,1511,4,611
261,2021-07-01 08:37:25.667,1128,4,789
262,2023-09-22 05:31:21.667,1164,4,463
263,2022-04-15 09:06:50.667,555,4,491
264,2021-09-27 19:25:43.667,1062,4,906
265,2022-01-11 07:12:48.667,915,4,910
266,2022-09-05 15:12:21.667,1436,4,867
267,2023-03-27 20:35:24.667,1759,4,644
268,2023-08-15 13:02:31.667,356,4,53
269,2021-07-28 20:36:24.667,240,4,452
270,2022-10-18 00:30:02.667,884,4,90
271,2022-08-09 07:59:12.667,437,4,598
272,2023-03-31 20:08:33.667,921,4,916
273,2023-10-01 10:22:57.667,568,4,22
274,2022-09-16 05:22:08.667,429,4,706
275,2022-06-02 00:51:39.667,1348,4,980
276,2022-07-02 17:30:09.667,443,4,526
277,2023-11-07 21:39:07.667,170,4,8
278,2023-10-19 12:33:01.667,70,4,539
279,2023-05-06 07:31:57.667,599,4,790
280,2024-02-25 02:19:25.667,4,4,64
281,2022-05-31 07:29:22.667,1083,4,310
282,2022-09-17 02:43:06.667,268,4,112
283,2021-10-07 05:30:28.667,40,4,951
284,2022-04-15 07:23:32.667,1228,4,821
285,2022-09-24 18:05:47.667,231,4,413
286,2022-03-15 19:25:52.667,1472,4,222
287,2023-05-01 13:52:09.667,1610,4,644
288,2023-05-09 23:13:16.667,1399,4,364
289,2023-01-03 05:06:09.667,943,4,14
290,2021-04-27 15:46:47.667,1222,4,186
291,2023-08-04 08:57:06.667,225,4,131
292,2021-05-07 20:15:37.667,857,4,548
293,2023-12-17 09:17:52.667,1398,4,580
294,2023-12-05 02:15:53.667,1164,4,35
295,2023-09-01 20:15:56.667,1662,4,567
296,2023-03-29 20:04:52.667,147,4,953
297,2022-04-27 03:25:55.667,1146,4,304
298,2021-12-19 21:21:37.667,629,4,558
299,2022-11-06 14:33:16.667,247,4,656
300,2024-02-05 15:56:36.667,941,4,221
301,2023-08-01 07:56:00.667,888,4,802
302,2021-05-17 01:08:58.667,379,4,59
303,2022-02-23 11:46:57.667,1654,4,514
304,2021-11-12 02:28:35.667,165,4,860
305,2022-08-19 00:41:21.667,1318,4,467
306,2023-11-23 16:19:23.667,1640,4,174
307,2024-02-09 08:24:49.667,846,4,571
308,2021-06-01 23:07:43.667,1144,4,865
309,2023-08-07 10:33:52.667,1606,4,637
310,2023-07-05 02:40:08.667,514,4,200
311,2023-01-21 16:10:40.667,829,4,822
312,2024-01-01 11:23:48.667,1996,4,398
313,2023-04-30 20:40:27.667,1565,4,741
314,2023-10-24 02:51:54.667,624,4,586
315,2023-09-16 17:59:54.667,1330,4,269
316,2023-04-05 01:05:24.667,933,4,170
317,2024-04-04 13:28:28.667,1662,4,689
318,2022-05-31 09:10:05.667,1754,4,729
319,2021-10-28 02:38:53.667,1730,4,142
320,2023-09-01 09:03:01.667,55,4,36
321,2023-04-30 15:44:03.667,1639,4,578
322,2021-04-19 23:59:47.667,79,4,925
323,2023-06-28 13:53:53.667,690,4,865
324,2023-02-01 22:10:08.667,714,4,463
325,2021-04-10 22:20:44.667,793,4,770
326,2023-05-19 16:29:57.667,1866,4,429
327,2024-01-11 19:45:09.667,1174,4,807
328,2023-05-31 05:26:12.667,33,4,624
329,2022-05-10 11:36:11.667,840,4,731
330,2023-10-01 01:41:56.667,601,4,103
331,2023-04-06 00:13:00.667,763,4,277
332,2022-09-10 05:52:23.667,1075,4,784
333,2021-05-12 16:12:27.667,1660,4,888
334,2022-11-07 05:11:07.667,1683,4,433
335,2023-04-04 05:18:50.667,245,4,87
336,2024-04-04 13:11:58.667,497,4,909
337,2023-11-28 13:39:45.667,1117,4,884
338,2021-07-13 16:05:09.667,1597,4,605
339,2023-08-31 01:20:33.667,631,4,810
340,2023-09-01 09:57:03.667,1429,4,960
341,2024-01-09 07:29:02.667,1216,4,54
342,2023-11-13 21:57:49.667,330,4,913
343,2023-03-27 15:12:59.667,752,4,803
344,2022-06-23 20:05:27.667,1945,4,453
345,2021-05-13 08:29:24.667,1252,4,45
346,2023-11-10 23:51:30.667,1,4,950
347,2023-02-26 19:51:40.667,1143,4,782
348,2023-06-19 08:24:36.667,326,4,543
349,2021-05-29 15:31:29.667,641,4,537
350,2021-08-23 10:38:44.667,8,4,643
351,2022-09-21 19:14:35.667,1052,4,803
352,2023-02-28 00:41:30.667,346,4,934
353,2023-08-30 06:18:09.667,132,4,241
354,2023-08-06 23:00:38.667,1105,4,721
355,2023-05-15 14:27:29.667,1818,4,375
356,2021-12-21 01:47:34.667,1796,4,247
357,2022-01-08 12:50:25.667,1684,4,812
358,2023-09-20 12:01:14.667,1386,4,509
359,2023-09-17 06:25:10.667,117,4,237
360,2022-04-14 15:05:12.667,34,4,760
361,2023-12-24 04:15:50.667,292,4,40
362,2022-06-27 03:06:33.667,563,4,716
363,2022-08-14 23:09:24.667,445,4,398
364,2022-11-13 17:55:39.667,224,4,339
365,2022-10-22 14:47:20.667,216,4,183
366,2022-01-15 15:43:30.667,1282,4,149
367,2022-11-09 01:30:08.667,1688,4,95
368,2022-01-21 17:34:47.667,1935,4,650
369,2023-04-09 18:47:13.667,543,4,698
370,2022-07-20 13:06:20.667,1532,4,272
371,2023-07-07 23:02:44.667,61,4,621
372,2022-10-27 11:45:35.667,248,4,235
373,2022-03-18 10:35:58.667,932,4,673
374,2022-09-24 21:25:39.667,636,4,204
375,2023-03-12 09:18:23.667,1103,4,499
376,2021-11-25 03:27:05.667,1230,4,282
377,2022-04-22 07:12:35.667,1023,4,119
378,2022-03-24 02:44:30.667,453,4,513
379,2022-09-21 14:28:15.667,158,4,119
380,2024-02-27 11:16:51.667,490,4,830
381,2022-06-26 20:06:17.667,1633,4,616
382,2022-10-15 01:14:54.667,660,4,43
383,2022-08-10 18:28:08.667,112,4,632
384,2023-08-07 17:57:39.667,1140,4,330
385,2021-11-22 05:55:40.667,1153,4,217
386,2024-04-04 21:24:14.667,1057,4,724
387,2021-12-10 01:18:45.667,1306,4,296
388,2021-06-27 14:17:36.667,454,4,566
389,2024-03-01 09:19:44.667,378,4,829
390,2023-08-26 09:27:47.667,215,4,490
391,2021-07-21 01:00:33.667,1532,4,954
392,2022-03-19 01:44:28.667,333,4,966
393,2022-12-30 11:09:29.667,714,4,972
394,2022-09-08 21:18:10.667,1634,4,31
395,2021-12-30 00:14:39.667,1758,4,747
396,2024-02-04 14:36:11.667,1909,4,766
397,2021-09-02 05:46:13.667,374,4,559
398,2021-06-23 22:52:40.667,423,4,561
399,2024-03-19 08:39:48.667,185,4,321
400,2022-05-30 10:36:35.667,798,4,443
401,2024-03-21 12:39:14.667,777,4,937
402,2022-08-07 13:58:32.667,1166,4,419
403,2021-06-18 07:11:46.667,870,4,301
404,2022-04-21 02:24:41.667,960,4,79
405,2022-04-09 16:24:21.667,1012,4,823
406,2022-02-24 09:26:05.667,809,4,402
407,2023-12-09 18:14:28.667,143,4,139
408,2023-04-25 05:08:24.667,1217,4,492
409,2021-11-28 15:59:51.667,1549,4,405
410,2022-02-14 19:49:02.667,1453,4,882
411,2022-04-07 11:29:27.667,356,4,577
412,2023-01-05 18:28:51.667,1004,4,707
413,2023-02-12 07:35:22.667,374,4,700
414,2022-07-27 11:18:38.667,686,4,961
415,2022-07-19 18:29:53.667,1554,4,762
416,2024-04-03 19:08:15.667,1581,4,333
417,2024-01-17 23:27:00.667,1142,4,956
418,2023-10-12 03:06:36.667,1408,4,463
419,2021-12-21 00:08:27.667,1646,4,431
420,2022-05-25 21:51:49.667,481,4,689
421,2022-09-27 08:42:39.667,766,4,50
422,2023-08-09 07:36:14.667,1744,4,283
423,2021-08-31 04:56:21.667,170,4,572
424,2023-01-10 04:09:39.667,1226,4,718
425,2022-10-25 21:43:39.667,1328,4,783
426,2023-06-05 17:35:33.667,880,4,901
427,2022-12-31 20:28:14.667,935,4,456
428,2023-12-31 03:25:20.667,462,4,4
429,2022-10-28 09:21:58.667,190,4,744
430,2021-12-10 05:12:33.667,1148,4,917
431,2022-10-01 05:05:41.667,1589,4,130
432,2022-01-20 13:07:44.667,1079,4,99
433,2023-05-02 09:51:51.667,1823,4,71
434,2023-08-30 14:27:29.667,1061,4,21
435,2024-03-18 06:41:22.667,1015,4,919
436,2023-11-18 20:56:05.667,635,4,118
437,2022-05-18 18:06:10.667,906,4,788
438,2023-11-12 13:55:35.667,1824,4,319
439,2023-09-09 12:33:56.667,1392,4,877
440,2021-10-26 09:12:35.667,1135,4,22
441,2021-06-16 20:48:32.667,764,4,952
442,2022-09-25 08:29:19.667,1040,4,633
443,2023-11-15 20:03:09.667,761,4,65
444,2022-03-31 14:38:26.667,1035,4,717
445,2022-02-07 12:27:34.667,1629,4,925
446,2023-03-28 04:35:23.667,171,4,834
447,2021-12-28 00:14:10.667,807,4,258
448,2024-02-03 18:43:05.667,1771,4,792
449,2023-07-14 03:08:28.667,1839,4,85
450,2022-05-18 13:31:26.667,995,4,828
451,2023-02-28 06:11:48.667,125,4,268
452,2024-04-03 13:44:54.667,950,4,583
453,2021-07-08 08:55:16.667,1528,4,66
454,2022-07-12 14:45:58.667,1806,4,956
455,2023-12-20 22:25:25.667,1748,4,387
456,2021-10-23 19:57:47.667,1189,4,697
457,2023-07-14 08:32:07.667,1672,4,720
458,2021-12-04 03:46:52.667,801,4,656
459,2024-02-17 09:09:13.667,1777,4,707
460,2022-06-10 19:07:46.667,421,4,432
461,2023-08-20 01:25:41.667,845,4,539
462,2022-09-05 21:49:32.667,1333,4,858
463,2022-07-12 09:42:13.667,1884,4,880
464,2023-12-22 00:06:06.667,395,4,842
465,2023-12-08 03:01:14.667,1152,4,651
466,2022-01-30 10:46:18.667,359,4,232
467,2021-11-18 08:51:12.667,1373,4,142
468,2024-02-01 09:38:19.667,797,4,53
469,2024-02-07 15:23:15.667,1122,4,901
470,2021-12-31 07:45:19.667,1473,4,679
471,2024-03-13 05:20:20.667,150,4,634
472,2023-09-11 20:06:50.667,1319,4,654
473,2022-12-14 11:21:14.667,311,4,29
474,2022-03-03 03:17:23.667,157,4,475
475,2022-03-28 13:28:43.667,274,4,683
476,2023-02-19 23:46:33.667,708,4,190
477,2023-05-14 15:14:09.667,1928,4,676
478,2022-02-16 15:37:01.667,1135,4,247
479,2021-09-26 07:52:53.667,1810,4,665
480,2023-07-07 00:52:14.667,470,4,875
481,2023-08-30 13:54:03.667,1907,4,93
482,2022-08-08 18:51:19.667,1678,4,160
483,2023-02-11 06:32:35.667,153,4,557
484,2022-02-14 14:01:09.667,1209,4,828
485,2022-06-20 09:56:10.667,1459,4,822
486,2023-10-18 04:58:59.667,932,4,579
487,2021-10-07 09:17:55.667,601,4,941
488,2021-08-15 01:26:46.667,1039,4,104
489,2023-10-08 14:37:33.667,1964,4,932
490,2022-05-06 09:52:33.667,1167,4,347
491,2022-03-19 15:53:01.667,1755,4,483
492,2021-10-22 13:30:16.667,409,4,926
493,2022-04-28 10:53:08.667,580,4,289
494,2024-04-04 12:18:52.667,1242,4,575
495,2024-01-11 06:48:26.667,56,4,943
496,2022-09-22 17:06:56.667,149,4,137
497,2021-10-24 03:24:06.667,1657,4,988
498,2023-02-27 01:09:32.667,1203,4,386
499,2023-06-24 08:07:19.667,1141,4,576
500,2023-04-14 13:15:56.667,837,4,338
501,2021-05-02 18:33:51.667,272,4,458
502,2023-05-18 05:57:51.667,688,4,26
503,2022-01-19 10:03:30.667,1566,4,428
504,2024-03-30 07:55:38.667,1899,4,711
505,2022-05-04 05:44:45.667,1566,4,504
506,2023-12-10 09:42:28.667,544,4,27
507,2024-02-20 00:14:43.667,309,4,300
508,2022-06-24 18:14:45.667,1568,4,959
509,2021-06-14 12:14:30.667,1888,4,9
510,2023-03-17 14:56:10.667,775,4,227
511,2023-02-28 12:19:51.667,2,4,399
512,2022-06-06 14:23:23.667,1591,4,104
513,2022-11-25 13:34:44.667,944,4,965
514,2023-07-13 06:05:49.667,1013,4,306
515,2022-01-05 05:38:38.667,691,4,167
516,2023-10-04 11:37:53.667,524,4,702
517,2022-07-07 14:06:25.667,1359,4,83
518,2023-10-31 23:14:40.667,1301,4,368
519,2021-07-05 00:11:58.667,533,4,226
520,2023-11-29 05:05:31.667,35,4,232
521,2022-06-30 11:37:47.667,656,4,129
522,2023-02-16 08:37:56.667,1747,4,905
523,2023-05-10 12:27:26.667,360,4,924
524,2021-12-19 11:30:05.667,1534,4,640
525,2022-12-10 14:33:14.667,513,4,68
526,2022-07-12 13:02:14.667,711,4,134
527,2023-07-25 10:21:37.667,1980,4,340
528,2021-10-22 15:13:17.667,51,4,970
529,2023-08-21 21:31:57.667,1183,4,243
530,2021-04-17 11:14:04.667,1948,4,80
531,2022-09-23 08:54:31.667,252,4,870
532,2021-06-13 00:47:50.667,1721,4,919
533,2023-10-24 19:22:13.667,520,4,473
534,2021-11-28 17:11:34.667,1732,4,726
535,2023-12-11 15:02:52.667,390,4,88
536,2022-12-19 20:13:34.667,1902,4,25
537,2024-04-07 06:45:03.667,393,4,564
538,2022-09-06 13:26:07.667,699,4,52
539,2023-02-05 12:01:19.667,1178,4,279
540,2023-10-18 18:49:15.667,399,4,150
541,2021-06-10 00:34:26.667,693,4,479
542,2023-08-21 23:08:47.667,564,4,93
543,2021-04-13 02:52:28.667,1353,4,307
544,2022-03-06 08:27:34.667,837,4,82
545,2023-03-30 07:25:52.667,731,4,276
546,2023-08-01 04:31:47.667,944,4,688
547,2024-01-06 23:57:59.667,238,4,739
548,2023-11-25 01:37:23.667,1488,4,219
549,2022-05-15 17:04:17.667,1592,4,988
550,2023-08-24 09:05:49.667,1350,4,304
551,2024-01-02 00:35:15.667,805,4,72
552,2021-11-25 10:21:17.667,538,4,286
553,2022-11-27 02:45:03.667,1302,4,991
554,2024-02-16 08:09:02.667,475,4,595
555,2023-03-25 14:12:06.667,1209,4,158
556,2023-05-17 17:33:02.667,916,4,352
557,2022-03-07 18:15:58.667,433,4,92
558,2023-04-28 21:03:07.667,184,4,636
559,2023-03-12 01:22:14.667,1733,4,906
560,2022-07-07 12:16:14.667,1726,4,415
561,2021-05-26 20:02:57.667,837,4,70
562,2024-03-13 17:52:50.667,1312,4,65
563,2021-07-31 01:47:26.667,1658,4,390
564,2023-06-13 20:29:07.667,93,4,799
565,2022-08-15 01:29:37.667,1981,4,543
566,2022-08-31 23:06:26.667,1504,4,359
567,2022-04-06 15:17:52.667,878,4,246
568,2021-04-23 15:22:43.667,321,4,633
569,2021-09-01 06:17:45.667,1315,4,774
570,2023-04-17 11:32:14.667,1815,4,816
571,2021-05-27 12:04:46.667,1464,4,775
572,2023-02-01 19:35:33.667,315,4,764
573,2021-07-03 00:58:55.667,1966,4,313
574,2022-07-05 17:58:39.667,613,4,327
575,2024-03-02 02:03:10.667,1651,4,939
576,2023-03-09 06:35:11.667,1539,4,753
577,2023-07-27 08:35:14.667,326,4,405
578,2022-08-16 10:54:03.667,1212,4,237
579,2023-10-28 06:41:04.667,1289,4,31
580,2021-05-06 05:24:03.667,415,4,782
581,2023-04-20 17:42:34.667,1384,4,936
582,2022-03-12 16:14:46.667,721,4,450
583,2021-08-27 02:44:20.667,1856,4,924
584,2021-09-06 12:33:08.667,1334,4,192
585,2021-07-05 21:53:37.667,1221,4,334
586,2021-12-25 10:05:49.667,9,4,586
587,2023-03-28 04:11:52.667,1914,4,754
588,2023-06-22 01:09:05.667,148,4,253
589,2023-05-28 14:26:19.667,1720,4,600
590,2022-06-26 03:47:10.667,1342,4,669
591,2023-01-03 14:55:40.667,1797,4,877
592,2023-05-18 00:45:27.667,175,4,676
593,2023-09-10 10:00:09.667,665,4,886
