book_id,author_id
159,5621
160,6053
161,5448
162,5813
163,5261
163,6260
164,1562
164,4100
165,1562
165,4100
166,8528
167,8528
168,4587
169,431
170,181
170,4827
170,5905
170,8647
171,5443
171,6794
172,550
174,3875
175,5132
176,8986
177,123
177,6292
177,6782
178,4320
179,811
179,6059
181,8434
182,5333
182,5919
183,3800
183,5070
184,781
184,3342
185,5931
186,528
186,2487
187,8038
188,8038
189,8038
190,3521
190,5007
191,284
191,2660
191,7031
192,5083
192,9022
194,5813
195,660
196,1589
197,3202
197,4576
198,2675
199,1278
200,6736
200,8528
201,6053
202,1472
203,4178
204,5443
204,6794
205,410
205,2398
206,5443
206,6794
207,410
207,2398
208,5443
208,6794
209,6383
210,6405
211,8038
212,6414
213,751
214,8857
215,107
215,3712
216,748
216,3304
216,5749
217,5851
218,7961
219,7961
220,3243
221,6914
221,8074
222,1441
222,5020
223,3150
224,5150
225,5150
226,5150
227,9011
228,5960
229,5960
230,6782
231,270
231,6455
231,6782
232,4270
232,7377
233,8151
234,747
235,1020
235,6777
236,4767
237,4767
238,3505
238,5577
239,4712
240,149
240,1375
241,3987
241,6416
242,8099
243,7365
244,935
244,976
244,1960
244,2517
244,3901
244,4506
244,4943
244,5020
244,5534
244,6552
244,8846
244,9054
245,3556
246,2861
247,5924
248,6053
249,6053
250,8528
251,6794
251,8826
252,2546
252,8605
253,2546
253,8605
254,7137
255,2372
256,2372
257,3505
258,7851
259,2326
259,3111
260,5813
261,6416
262,1020
262,3335
262,8788
263,3501
263,6560
264,5893
265,2292
266,6414
267,4158
268,1340
270,4845
271,1263
271,2828
271,6768
272,1263
272,5083
273,3679
273,4042
274,1386
275,7656
276,149
277,8103
278,414
279,8038
280,4955
281,4955
282,4955
284,2827
285,1192
285,4226
286,8066
287,8066
288,6683
289,290
289,3824
290,8386
291,2077
292,1397
292,4202
292,7039
292,7758
292,8073
293,2470
293,2633
293,3829
293,4037
293,4329
293,4879
293,5084
293,5152
293,5433
293,6894
294,1010
295,3855
296,4747
298,422
299,3319
299,8965
300,3452
301,1670
301,6414
302,7523
303,6120
304,1386
305,1386
306,3505
308,8857
309,8857
310,6434
311,8418
312,2669
313,2669
314,3724
315,149
316,2033
317,1452
318,8103
319,3855
320,3855
321,1010
322,3855
323,3855
324,3855
325,1375
326,4739
327,5547
328,5547
329,2358
330,8352
331,1020
331,8944
332,1020
333,4825
334,3676
334,7297
335,7632
336,4603
337,5765
338,8970
339,6487
339,8883
341,5083
342,5960
343,2781
343,7691
344,4474
344,6665
345,1020
345,8944
346,4191
347,3418
347,6964
348,5123
349,5621
350,5123
351,5123
352,5150
353,2767
353,8444
354,6414
355,4939
356,6405
357,2102
357,4813
358,4603
359,1386
360,1386
361,1386
362,1386
363,2669
365,6816
366,1010
366,3855
367,4743
368,6988
370,3211
371,6631
372,4939
373,1296
374,2162
374,3111
375,7473
376,2162
376,3111
376,3983
377,2002
378,5813
379,5813
380,3492
383,5185
385,2578
386,4929
387,612
387,2455
387,2671
387,5872
387,7112
387,8575
388,2127
388,2197
388,4454
388,5779
389,2197
389,2828
389,3124
390,7609
391,5642
392,8720
393,4852
394,2326
394,3111
395,550
396,1020
398,42
399,2669
400,5967
400,6072
401,8066
402,1020
402,6777
403,1020
403,6777
404,7068
405,5453
406,5453
407,5453
408,1445
408,5585
409,149
409,1375
410,7748
411,2675
412,7137
413,2709
413,7037
414,8703
415,1721
417,1243
418,1243
419,5337
420,5621
421,4158
422,3505
422,5577
422,9211
423,4955
424,4955
425,1408
425,1475
425,2063
425,2708
425,3186
425,4029
425,5494
425,5596
425,8567
425,8943
426,6046
427,4777
427,6644
429,7146
430,7146
431,4539
432,2292
433,95
433,5087
434,1403
434,1762
434,1903
434,1949
434,3375
434,3982
434,4122
434,4278
434,4332
434,5685
434,5705
434,5820
434,6570
434,6601
434,7340
434,7537
434,7810
434,8111
434,8595
435,3505
436,4603
437,1020
437,8944
438,5813
439,6861
440,2231
440,2851
441,5569
441,6782
442,6405
443,5321
443,5583
444,2292
444,7365
445,6708
446,5966
447,4241
447,5753
448,7499
449,1472
450,7365
451,2526
452,8103
453,967
454,2425
454,4840
455,414
456,7986
457,5123
458,5966
459,5261
459,6260
460,5966
461,140
461,413
463,1020
463,6777
464,6563
465,825
465,2408
466,2338
467,526
468,5960
470,1681
471,5960
472,660
472,1033
472,7232
472,8310
473,6414
473,8528
474,4879
474,4955
474,5355
474,5453
475,7771
476,8528
477,8528
478,5396
479,1670
479,7137
480,5123
481,6053
482,5960
483,3251
484,9123
485,5960
486,2675
487,2197
487,2828
487,6841
488,4779
489,8857
490,156
490,2197
490,3996
490,6545
491,2798
491,3113
492,3987
492,6416
493,2828
493,5083
494,2828
494,5083
495,2828
495,5083
496,2828
496,5083
497,2828
497,5083
498,2828
498,5083
499,9022
500,2474
500,4674
500,7750
500,8751
501,3756
501,6576
502,8109
503,8528
504,5637
505,6053
506,5893
507,149
508,4049
509,805
509,1863
509,2187
509,5007
509,5618
509,8735
510,4955
512,3723
514,474
515,474
516,1534
516,4072
517,3211
518,9198
519,9198
520,795
521,474
522,3394
523,752
523,2308
523,2322
523,2565
523,3299
523,3779
523,7483
523,8082
523,8471
523,9017
523,9198
524,7351
525,4914
526,3505
527,8572
528,3680
528,7309
529,2658
529,4568
530,1942
531,7771
532,5261
532,6260
532,9210
533,6563
534,5261
534,6260
535,6563
536,6592
536,8240
537,4276
538,1067
540,8624
541,1448
541,6782
542,3505
542,6612
542,7561
543,1071
546,7771
547,5365
548,2119
550,8103
551,750
551,1540
551,1546
551,2213
551,2288
551,2930
551,6874
551,7320
551,7368
551,7475
551,7967
551,8915
552,2798
552,3113
552,3584
553,2308
553,2731
553,2798
553,2799
553,3063
553,3113
553,3584
553,4027
553,5442
553,7388
553,7755
553,8496
553,8925
553,9017
554,1452
556,845
557,1068
557,2237
557,3196
557,7595
557,8672
557,8959
558,6199
559,1061
559,4300
559,9198
560,132
560,524
561,6106
562,524
563,4603
567,3899
568,3976
569,118
569,4052
569,4561
569,5893
570,1754
570,4302
571,5052
572,729
573,3492
574,3505
576,1092
577,5001
578,5501
579,1222
579,5749
580,4403
581,7771
582,1467
583,3161
583,4603
585,8317
586,660
587,1233
588,655
589,5224
589,9022
590,1127
590,2172
591,6524
592,4512
593,7331
594,6563
595,1942
596,1942
597,7331
598,7331
599,5130
599,8209
600,596
601,5132
602,2149
603,5643
603,6416
604,3111
605,431
606,2162
606,3111
607,3111
609,26
609,6260
610,6350
611,8066
612,8066
613,5583
613,8759
614,5583
614,8759
615,5583
615,8759
616,8528
617,8528
618,8528
619,6683
620,8528
621,1953
621,3549
621,3859
621,3922
621,5583
621,8759
622,3426
623,8470
624,3872
625,3872
626,8803
627,8066
628,6560
629,6560
630,1452
631,1406
631,8345
632,8345
634,6683
635,5185
636,1822
636,6683
636,7869
638,777
641,4245
642,123
642,6782
643,2404
645,2582
646,4726
646,5569
646,6782
647,1020
648,4603
649,1445
649,5585
653,5099
654,635
654,2314
654,2540
654,6831
654,7099
654,7926
655,8866
656,1965
656,8038
657,2002
658,1192
659,1492
659,6891
660,7137
661,4209
661,4674
662,310
663,2033
664,6735
665,1022
665,1592
665,4924
665,5351
665,5829
665,5830
665,8424
666,2675
666,6708
667,6708
668,251
668,691
669,1670
669,6414
670,6708
671,1964
672,1020
672,6226
673,1022
674,1433
675,6414
676,8352
677,8352
678,5813
680,290
680,8708
682,3505
682,5577
683,3505
683,5577
684,3761
684,6591
685,8099
686,1192
687,1192
688,1059
689,2722
690,2722
691,1020
691,2866
691,5587
691,6777
693,1020
695,7388
699,4603
700,4325
701,9186
702,474
703,7432
705,1074
706,5412
706,7764
707,2901
708,6782
709,1434
709,3111
710,7417
711,3418
712,4739
713,2416
713,7199
714,2488
714,8014
715,4613
715,6782
716,123
716,6782
718,7620
719,6343
719,7728
720,4653
721,5475
722,7320
722,8580
724,3405
725,5083
725,5598
725,7645
726,5291
726,6293
727,5333
727,5919
728,5333
728,5919
729,183
729,781
730,183
730,781
731,183
731,781
732,7720
733,338
733,793
734,3835
734,5189
735,5112
736,3835
736,5189
737,1884
737,5112
738,7616
739,5112
740,5919
740,8834
741,5919
741,8834
742,5919
742,8834
743,5919
743,8834
744,3835
745,5333
746,2031
746,3111
747,419
747,4725
747,5112
748,4743
749,4169
749,5083
749,7200
750,5987
750,7200
751,2326
751,3111
752,8937
753,2669
754,2669
755,2470
756,5919
756,8834
757,2669
758,2197
758,2740
759,3111
760,1527
760,4108
761,2002
762,2326
762,3111
764,5083
764,7200
765,3249
765,5083
765,7200
766,5083
766,7200
767,5083
767,7200
768,2116
768,5083
769,5083
769,7200
770,5083
770,7200
771,4725
771,5112
772,5083
772,7200
773,8434
774,8434
775,8434
776,662
776,2828
777,5083
777,9022
778,1123
778,1345
778,5826
779,1573
779,9022
780,5200
780,5931
780,8805
781,3360
781,8337
782,2669
783,2002
784,5960
785,2002
786,8038
787,5709
787,8230
788,8151
789,2057
789,4902
790,3505
790,4906
790,7265
791,3596
792,7150
793,3760
794,4902
795,95
795,3610
796,515
796,1584
796,1963
796,2583
796,8225
797,97
797,4569
797,4927
797,7679
797,8246
798,5165
799,4429
799,4864
799,5108
800,7047
801,5054
802,3056
802,3997
803,6617
804,95
804,3610
805,1350
805,5677
806,790
807,4754
807,5554
807,7421
808,1303
808,5305
809,474
810,141
810,5445
811,9177
812,199
812,6320
812,8460
812,9079
813,1053
813,2901
814,162
814,353
814,3001
814,3494
814,8353
814,8742
814,8859
814,8912
815,4902
815,8130
816,2273
817,507
818,3455
818,3591
818,8528
820,7319
823,465
824,1818
825,1818
826,7342
827,360
828,6969
829,1406
830,3986
830,5002
831,1221
833,7331
834,7627
835,8907
836,2555
837,9119
838,9119
839,5783
840,8571
841,6969
842,6969
842,9202
843,2934
843,8512
844,8778
846,3499
847,7836
849,233
850,490
850,1253
850,1485
850,2064
850,2708
850,2875
850,2986
850,3010
850,3411
850,4580
850,5621
850,6575
850,6780
850,7627
850,8704
852,6969
853,7244
854,3167
856,8793
856,9125
857,575
857,899
857,2308
857,5937
857,9017
858,208
859,3450
860,5253
860,7775
861,7342
862,1942
865,195
865,3232
865,3900
866,3232
867,2219
867,3283
868,6093
868,8913
869,4260
869,8429
871,1556
871,3474
872,5290
873,7331
874,3170
874,5487
876,4563
879,465
880,2297
880,2555
881,4082
882,5783
883,5783
886,3283
886,5118
887,725
888,3450
889,488
890,465
891,465
892,7617
893,2968
894,2968
895,2968
896,2968
897,7980
898,2968
899,2968
900,4571
901,149
902,7410
902,9182
903,3073
904,3073
904,6304
905,7666
906,3450
908,4324
909,8363
910,5621
911,579
912,2968
914,5479
915,5479
916,2730
916,5479
916,7196
917,5479
918,5479
919,5479
923,7836
924,2951
926,3703
926,6560
927,5563
931,6969
932,6969
933,1992
934,356
934,1826
934,2780
934,4249
934,4986
934,5490
934,5515
935,2045
936,1427
936,6174
937,5794
937,7298
938,1277
939,6742
939,8205
939,8255
940,3653
941,965
941,3147
941,8555
942,4107
942,4434
943,6104
944,6057
945,7769
945,7777
946,2502
946,8287
947,8947
948,2858
949,3840
949,4900
950,7458
951,3405
951,4308
952,2857
952,6057
953,135
953,1735
953,7482
953,7648
954,2502
954,8287
956,8239
957,3300
958,2705
958,8947
959,2434
959,7613
959,8656
960,2145
961,4330
962,6896
962,8343
963,2832
964,6584
965,3489
966,7388
967,3489
968,3489
969,3489
970,3489
971,3489
972,4438
973,644
973,2475
974,7388
975,3500
975,4225
976,6584
977,6584
978,2444
979,5215
980,8448
981,4892
982,9108
983,6701
984,6701
986,6685
987,9123
988,6701
989,7836
991,8448
992,1819
993,3492
994,8448
995,9123
996,644
996,2475
997,6197
997,7498
998,8925
999,8925
1000,4892
1001,19
1001,51
1001,116
1001,796
1001,986
1001,1391
1001,1454
1001,3079
1001,3450
1001,4664
1001,4856
1001,5304
1001,5482
1001,5783
1001,6628
1001,6963
1001,7719
1001,7836
1001,8068
1001,8799
1001,9034
1002,6018
1003,2512
1003,3684
1003,6686
1004,4438
1005,1476
1006,1046
1006,3291
1007,2760
1007,4558
1007,6319
1008,1186
1008,1976
1008,2280
1009,6004
1009,8604
1010,2890
1010,8556
1011,4347
1012,5126
1013,5126
1014,5126
1015,6701
1016,8925
1017,6193
1018,343
1018,7186
1018,8585
1020,9054
1021,7526
1022,748
1022,8925
1023,7141
1024,5998
1025,3501
1026,2307
1026,6701
1026,8599
1027,5428
1028,3574
1028,6194
1029,2045
1030,2208
1030,6323
1031,3073
1032,3073
1033,218
1033,1541
1033,8892
1033,8974
1033,9033
1034,8068
1035,7028
1035,7785
1035,7796
1035,9125
1036,5415
1036,5721
1037,7274
1037,8618
1038,7836
1038,7932
1039,7932
1040,7932
1041,2966
1041,4443
1042,579
1043,579
1044,1007
1044,1129
1044,7363
1045,579
1045,3314
1046,477
1046,4254
1047,2900
1047,7653
1048,4461
1048,4723
1048,7622
1049,5498
1050,4166
1051,9123
1052,2543
1053,400
1053,3603
1054,3559
1055,387
1056,3073
1056,4273
1057,6559
1058,5
1058,3729
1058,7556
1059,3616
1060,4098
1061,6752
1061,7158
1062,8349
1062,8350
1062,8412
1063,848
1063,7077
1064,1930
1065,4935
1066,8644
1067,3398
1067,4750
1068,7627
1069,3063
1070,7857
1071,2957
1071,3489
1071,6868
1072,3573
1073,8925
1074,6197
1074,7498
1075,985
1076,985
1077,837
1078,8784
1080,6551
1080,6613
1081,2045
1081,5726
1082,5708
1083,337
1083,348
1083,750
1083,1540
1083,1972
1083,2213
1083,6463
1083,6874
1083,8850
1083,8915
1084,3573
1085,4175
1085,4797
1089,3828
1090,973
1090,2163
1090,8033
1091,4532
1091,7489
1092,7789
1093,2305
1094,1657
1095,6584
1097,8923
1098,2045
1100,3573
1102,6584
1104,7569
1105,7168
1106,3633
1107,113
1108,343
1108,4540
1109,2917
1109,4978
1109,5030
1110,2160
1111,7500
1112,2355
1112,2574
1112,4540
1112,8421
1113,5935
1114,3828
1115,7028
1117,5708
1119,8448
1120,8448
1121,3921
1121,7759
1122,602
1122,2645
1122,6370
1123,7336
1123,7388
1124,8373
1125,602
1125,6645
1126,6075
1126,8524
1127,602
1127,2645
1127,3467
1128,4206
1128,6064
1129,9116
1130,9116
1131,701
1133,6981
1134,701
1135,7039
1136,1258
1136,1873
1136,4839
1136,5271
1137,568
1138,2192
1139,117
1139,7643
1140,2192
1140,3163
1141,435
1141,450
1141,7014
1141,7213
1141,7799
1141,8736
1142,9116
1143,4763
1143,5035
1143,7388
1144,3792
1144,3936
1144,7072
1145,7812
1147,2890
1147,4081
1148,1695
1149,1856
1149,3061
1149,4216
1149,6005
1149,6967
1149,7946
1150,3333
1150,6566
1151,3195
1151,3319
1152,1254
1152,2654
1152,3818
1153,1450
1153,6178
1153,8024
1154,1436
1154,3734
1154,7702
1155,6652
1155,8597
1156,2686
1156,3132
1157,1860
1157,9008
1158,1198
1158,3168
1158,6652
1160,522
1160,544
1160,1383
1160,2717
1160,5110
1160,6320
1160,6756
1160,7517
1160,8126
1161,3080
1161,4427
1161,5622
1162,1244
1162,1952
1162,2199
1162,2355
1162,2379
1162,2782
1162,3319
1162,5454
1162,5744
1162,6310
1162,6325
1162,6543
1162,6707
1162,7345
1162,7474
1162,7532
1162,8597
1162,9039
1163,1198
1163,3168
1163,4258
1164,4022
1164,4032
1165,1578
1165,2908
1165,3471
1166,1578
1166,2908
1166,8916
1167,5063
1167,8194
1167,8546
1168,1198
1168,6169
1169,1635
1169,2125
1171,2201
1171,8126
1172,357
1172,1114
1172,2283
1172,2946
1172,4003
1172,7622
1172,7712
1172,8933
1173,1021
1173,1635
1173,2125
1174,1691
1174,6976
1175,665
1175,1635
1175,2125
1176,77
1176,6974
1177,23
1177,8796
1178,604
1178,785
1178,5314
1179,544
1179,1711
1180,1939
1180,5204
1181,2781
1181,4067
1182,3315
1182,3366
1183,38
1183,1160
1183,1603
1183,1896
1183,5478
1183,7009
1184,3527
1184,7278
1185,591
1185,7066
1186,3366
1186,7152
1187,2071
1187,3366
1188,3204
1188,7809
1188,8460
1189,2781
1189,4067
1190,8552
1190,8896
1191,569
1191,2175
1191,5238
1191,8070
1192,7011
1192,8940
1193,3524
1193,5025
1194,628
1194,2998
1194,3931
1194,6592
1194,8167
1194,8426
1194,8734
1195,665
1195,5410
1196,111
1196,544
1196,1711
1196,1726
1197,77
1197,7475
1197,9031
1198,1480
1198,1538
1199,3527
1199,5201
1200,2158
1200,2454
1201,3696
1201,6039
1201,8687
1201,8961
1202,941
1202,2890
1203,750
1203,7475
1203,8126
1204,3732
1204,6525
1204,6926
1205,1635
1205,5721
1206,1635
1206,5721
1207,1635
1207,5721
1208,2781
1208,3833
1209,1688
1209,8880
1210,2771
1210,6178
1211,4374
1211,7012
1211,8233
1212,3527
1212,7278
1213,5462
1213,7002
1213,8623
1214,128
1214,8127
1214,8848
1215,5462
1215,6194
1216,1371
1216,7011
1217,545
1217,5499
1219,5043
1219,5179
1219,7327
1220,2781
1220,3460
1221,2361
1221,4205
1221,6866
1222,2590
1222,4286
1222,7343
1223,2454
1223,7647
1224,257
1224,2607
1224,3579
1224,3787
1224,5549
1224,6655
1224,6728
1224,9000
1225,4055
1225,8118
1226,2508
1226,2820
1226,6934
1226,7859
1227,1934
1227,2974
1227,3235
1227,3503
1228,865
1228,8856
1229,750
1229,1178
1229,1850
1229,1941
1231,2897
1231,3132
1231,7439
1232,2897
1232,3132
1232,7654
1234,5043
1234,7327
1234,7418
1234,9192
1235,111
1235,544
1236,4499
1237,189
1237,7600
1238,612
1238,3289
1239,1294
1239,7011
1239,8940
1242,1426
1242,6764
1244,2062
1244,2897
1244,6202
1245,740
1245,1979
1245,5611
1245,8699
1246,621
1246,1817
1246,4249
1246,5394
1246,7029
1247,6079
1247,7487
1247,8355
1248,2771
1248,6178
1248,7066
1250,885
1250,5349
1250,5559
1250,7600
1251,3206
1251,3409
1251,7011
1252,2590
1252,4286
1252,7343
1253,750
1253,1688
1253,7475
1254,144
1254,2032
1254,5545
1254,5790
1255,545
1255,3409
1255,3662
1255,4499
1256,1013
1256,7622
1257,189
1257,7600
1258,1825
1258,6812
1258,8051
1259,564
1260,7530
1261,7530
1262,602
1262,2645
1262,3467
1263,7530
1264,517
1265,5687
1265,8493
1266,7039
1266,7388
1267,208
1268,1115
1268,6583
1271,22
1271,1100
1272,5276
1272,5564
1272,7721
1272,8007
1272,8415
1272,8422
1274,1791
1274,2833
1274,3813
1274,4585
1274,6495
1274,7584
1275,1098
1275,3734
1275,3845
1276,4267
1276,6438
1277,4032
1279,2192
1280,3215
1280,6006
1281,4338
1281,8244
1281,9115
1282,20
1282,991
1282,7204
1282,8244
1283,20
1283,271
1283,546
1283,626
1283,1778
1283,3201
1283,7058
1283,7741
1283,7768
1283,8244
1284,20
1284,639
1284,1417
1284,6139
1284,6766
1284,8244
1285,8244
1285,9115
1287,7388
1289,20
1289,8244
1289,9115
1290,6399
1291,8692
1292,6715
1293,2526
1294,6461
1295,5868
1296,5621
1298,4684
1299,4829
1300,1453
1300,1503
1302,3828
1303,9194
1304,1662
1305,9115
1306,4493
1306,7404
1307,559
1308,108
1308,639
1308,6766
1309,4683
1310,9115
1311,8099
1312,1453
1312,6734
1313,5926
1314,572
1314,8053
1314,8085
1315,1541
1316,1390
1316,5423
1316,5536
1317,1390
1317,3453
1317,5536
1318,8085
1318,8630
1319,8618
1320,4978
1320,8430
1321,2072
1322,8053
1322,8085
1322,8630
1323,8053
1323,8085
1323,8630
1324,844
1324,7943
1325,896
1325,2129
1328,1507
1328,1925
1330,2574
1330,4540
1330,8421
1331,737
1331,6341
1331,7180
1332,5704
1332,8380
1333,552
1333,2610
1333,7282
1334,2938
1335,2444
1336,8890
1337,3878
1338,8895
1339,314
1339,2070
1339,3698
1339,4540
1340,394
1341,3603
1342,6599
1342,8925
1343,4438
1344,133
1344,7600
1345,1375
1345,2938
1346,4772
1347,8895
1348,8890
1349,2991
1350,3616
1350,8925
1351,3655
1351,3948
1351,7439
1352,4438
1353,8895
1354,7308
1355,2034
1355,6165
1355,8895
1356,8784
1357,4438
1357,7238
1358,3489
1358,5852
1359,3489
1359,6902
1360,1470
1360,4978
1360,8430
1361,133
1361,3925
1361,7293
1362,3161
1363,3513
1363,4742
1364,2967
1365,2938
1366,2303
1367,3440
1368,500
1368,3294
1368,4389
1370,3413
1371,9116
1372,2847
1373,9116
1374,5324
1375,5324
1376,7325
1377,7039
1377,7388
1378,6354
1379,7039
1379,7388
1380,7039
1380,7388
1382,6640
1383,4166
1384,7039
1384,7388
1385,587
1385,1430
1385,1738
1385,3002
1385,3444
1385,3649
1385,5803
1385,7414
1385,7463
1385,7492
1385,9158
1386,1578
1386,6443
1388,60
1388,2637
1388,3734
1388,7032
1389,1032
1389,2054
1389,5612
1389,5913
1391,2797
1391,5827
1391,6646
1392,587
1392,6827
1392,7953
1394,430
1394,1929
1394,3008
1394,3734
1394,5927
1394,7344
1395,3404
1395,4447
1395,5236
1396,617
1396,3573
1396,4344
1396,5021
1396,6168
1398,491
1398,3296
1399,1765
1399,3168
1399,3273
1399,8218
1400,735
1400,1520
1400,5649
1400,5992
1400,6682
1400,8315
1401,1391
1402,3158
1402,4275
1403,2289
1403,3158
1403,6682
1404,2688
1404,3109
1404,3158
1405,799
1405,3825
1405,5580
1405,6131
1405,7295
1405,7832
1405,8325
1407,4032
1408,2208
1408,2390
1408,2996
1409,3212
1409,5441
1409,5449
1409,5963
1410,7388
1412,7388
1413,1049
1413,3813
1413,6399
1413,6666
1414,343
1414,7186
1414,8585
1415,3144
1416,3264
1418,1682
1419,4438
1420,4438
1421,4438
1422,4438
1423,1085
1424,3847
1425,8448
1426,2980
1427,5708
1430,3573
1432,3440
1433,3440
1434,2911
1434,3603
1435,8162
1436,568
1436,6951
1437,533
1438,2387
1439,8533
1440,251
1440,6546
1440,9108
1441,3440
1442,3440
1443,3440
1444,8317
1445,2823
1446,6365
1446,6366
1447,921
1448,7329
1448,8448
1449,1602
1450,3888
1451,7168
1452,6536
1454,316
1454,8251
1455,549
1456,3573
1456,7535
1456,8024
1457,673
1457,2996
1457,7149
1458,3489
1458,4739
1459,4141
1459,5446
1460,7325
1461,418
1461,3936
1462,5324
1463,8057
1464,1559
1464,2652
1465,7039
1465,7388
1466,7616
1467,7039
1467,7388
1468,2669
1469,4283
1469,5996
1470,9116
1471,7325
1472,3911
1473,2432
1474,925
1475,7903
1476,925
1476,1367
1477,5628
1477,5867
1478,838
1479,242
1479,925
1480,602
1480,2645
1480,5381
1481,8441
1482,6640
1483,1245
1483,1936
1483,2002
1483,2418
1483,2469
1483,2827
1483,4734
1483,5096
1483,5324
1483,5966
1483,5997
1483,6045
1483,6355
1483,6372
1483,6500
1483,6640
1483,8022
1483,8057
1484,4836
1485,7039
1485,7388
1486,6221
1487,7530
1488,7388
1489,107
1489,226
1489,1086
1489,1197
1489,2002
1489,2428
1489,2469
1489,2669
1489,4734
1489,4883
1489,6500
1489,6607
1489,6640
1489,8020
1489,8022
1489,8468
1489,8473
1490,838
1491,6771
1491,8748
1492,774
1493,3990
1494,838
1495,6248
1495,9057
1496,7336
1496,7388
1497,1886
1497,7388
1498,587
1498,5407
1498,6351
1498,7953
1498,8472
1499,229
1499,587
1499,3078
1499,5407
1499,5777
1499,7880
1499,7953
1500,34
1500,2719
1501,3135
1501,4433
1501,5749
1501,8960
1502,4131
1502,7107
1502,8370
1502,8719
1504,1635
1504,5721
1507,4833
1507,6498
1507,8587
1508,5496
1508,9050
1509,6969
1509,7932
1510,3073
1510,4454
1511,564
1511,1359
1512,868
1512,1040
1512,2154
1512,3017
1512,3186
1512,3278
1512,3406
1512,3461
1512,3578
1512,4113
1512,4393
1512,4410
1512,4517
1512,4585
1512,4755
1512,4899
1512,5036
1512,5620
1512,5918
1512,6061
1512,6566
1512,6597
1512,6802
1512,7966
1512,8793
1512,8943
1512,8954
1513,1635
1513,5721
1514,564
1514,1359
1514,3198
1515,4584
1515,8428
1515,9053
1516,6184
1516,8930
1517,5343
1517,7816
1518,4229
1518,4407
1519,7932
1519,8154
1520,343
1520,4540
1521,343
1521,4540
1522,1375
1522,3073
1523,533
1523,563
1524,5423
1524,5536
1525,5334
1525,8441
1526,925
1527,925
1527,3454
1528,925
1528,2835
1529,7903
1530,1108
1530,5626
1531,3888
1532,4739
1533,1682
1534,316
1534,8251
1535,7671
1537,1098
1538,3888
1539,5850
1540,2825
1541,7627
1542,8457
1543,3818
1543,8894
1544,2280
1545,5462
1545,6194
1546,2938
1547,3573
1549,1098
1551,4372
1552,3875
1553,9123
1554,2980
1555,8352
1556,4699
1557,4251
1559,4954
1560,3888
1561,2967
1561,7439
1562,8135
1563,4118
1564,8448
1565,316
1565,8251
1566,3940
1566,5928
1567,2770
1567,2820
1567,4770
1568,128
1568,8127
1569,5839
1569,6469
1570,824
1570,1047
1570,1057
1570,1192
1570,1787
1570,2078
1570,2199
1570,2253
1570,2379
1570,2461
1570,2535
1570,2644
1570,2817
1570,2823
1570,3068
1570,3240
1570,3309
1570,3319
1570,3338
1570,3386
1570,3834
1570,3998
1570,4104
1570,4252
1570,4289
1570,4348
1570,4787
1570,4912
1570,5127
1570,5134
1570,5247
1570,5378
1570,5864
1570,5946
1570,6508
1570,6650
1570,6940
1570,7144
1570,7387
1570,7450
1570,7479
1570,8016
1570,8196
1570,8197
1570,8597
1570,8885
1570,8914
1570,8919
1570,8989
1570,9033
1570,9141
1571,2823
1572,9182
1573,8744
1574,9178
1575,296
1576,296
1577,153
1577,1327
1577,1476
1577,1829
1577,2951
1577,3190
1577,6461
